CLIENTE,COMBINADO,INGRESO
1685,"al imprimir o copiar la primer hoja sale bien y las demas salen a la mitad marca que no tiene hojas y si tiene se atoran las hojas sin cables buen mantenimiento  netoa
cambio de goma  netoa
reparacion de selenoide  netoa

toner generico nuevo  neto  piezas disponiblesa  pieza

total  netoa",2120.0
182,pita   cambio de bateria v  ah y servicio ivaa,570.0
207,"no respalda   cambio  baterias v  ah ella las trajo

mantenimiento ivaa
servicio de cambio ivaa

total ivaa",1000.0
194,"imprime tenue sin cables cambio de deposito de toner wa  netono aceptado
servicio de cambio  netono aceptado

total  netono aceptado",3324.0
97,"  sin cable mantenimiento  netono aceptado
destapado de cabezal  netono aceptado
guia de papel superior derecha  netono aceptado
goma  netono aceptado
rep charola de papel dentro del mtto

total  netono aceptado

se regresa sin reparacion",3170.0
731,"marca un mensaje de que le falta mantenimiento sin cables muy poca tinta destapado de cabezal ivaa
recraga de tinta a sistema ivaa
reset ivaa

total ivaa
faltan tintas de todos los colores traer
si no queda se cobran ivaa

no destapo requiere cambio cabezalesno aceptado
se regresa sin reparacion",2060.0
1696,"el eliminador tenia un dao le conectaron otro que tenia la misma entrada y al conectarle el adecuado no reconoce la bateria el equipo posible revision a nivel componente sin eliminador contrasea ntsupprt
usuarionetworksupport equipo no reconoce la bateria se realizan pruebas con bateria oroginal y eko y si la reconoce

cambio de bateria original  netono aceptado

se regresa sin repracion se cobran  neto revisiona",1000.0
1691,"mantenimiento   mantenimiento muy sucia ivaa
goma  netoa
drum generico cea mala calidad  netoa

total  netoa",2384.0
106,"no imprime sin cables toner daado sustituir
mantenimiento lubricacion a fusor y rep sensor  netoa",780.0
933,"no entra a windows con eliminador core iwin  progb ddr  maxgbm ssd tb

problema de arranque de la bios no detecta la m como disco de arranque se actualiza bios y no se soluciona el problema

se prueba con disco ssd nuestro y logro arrancar

se llevara a garanta",2464.0
207,"dao en baterias   cambio  bateria v  ah ella la trajo

mantenimiento ivaa
servicio de cambio ivaa

total ivaa",1000.0
352,intalacion de corel draw  con eliminador instalacion de corel draw  ivaa,2272.0
98,foco de nivel de baterias parpadea  lo hace intermitentemente la pila dura poco   cambio de  baterias v  ah y servicio ivaa,100.0
207,"dao en baterias   dao en componentes ivaacep
servicio de cambioivaacep
mant ivaacep",1000.0
26,no guarda energia   cambio de bateria v  ah y servicio ivaa,550.0
98,da resplado intermitente y el foco de la bateria revisarlo tiene la tapa frontal quebrada   cambio de  baterias v  ah y servicio ivaa,100.0
207,esta atorando la hoja y la saca obscura   se hicieron  psginsd fr prueba y esta funcionando correctamete no dio la falla,800.0
548,atora hojas en el fusor   buen mantenimiento trae pegamento ivaa,780.0
1715,"instalacion de office  y antivirus original   instalacion de office  ivaa
licencia antivirus kasp plus ivaa

total ivaa",3981.0
77,"centro de carga daado usb  se le quita la tapa trasera y enciende y al cerrarla se apaga con eliminador contrasea intel celeronwin gb ddr  maxgbgb ssd salud buenagb en uso

se revisa centro de carga y funciona correctamente

equipo intervenido y mal ensamblado se reacomodo y se puso en pruebas no ha presentado falla ivaa",2987.0
275,activar office   activacion de office   a,200.0
1692,"imprime las cantidades encimadas con porta papel y rollo de papel reparacion de impresortecladoswitch y cambio de engrane de avance de papel  netoa
entintador  netono aceptado

total  netoa",1080.0
207,"revision general   cambio  baterias v  ah ella las trajo

mantenimiento ivaa
servicio de cambio ivaa

total ivaa

despues de probar se detecta componente daado no lo hay para su reemplazo se regresa sin reparacion",1000.0
207,"revision general sin enchufe no trae clavija ivaa

cambio de  baterias v  ah ella las trajo

mantenimiento ivaa
servicio ivaa

total ivaa",1900.0
52,activacion de office   activacion de office ivaa,250.0
207,"la imagen es azul todo el tiempo sin cables requiere cambio de lampara no autorizado
mantenimiento ivanoa",800.0
207,"revision general   cambio  baterias v  ah ella las trajo

soldar transformador ivaa nivel componente
mantenimiento ivaa
servicio de cambio ivaa

total ivaa",1800.0
207,"revision general sin cables primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"revision general sin cables primero mantenimiento ivano quedo

despues validar funcionamiento y ver si requiere de algo mas

revision si no acepta ivana",1150.0
1688,"no imprime atora las hojas a la mitad y se prenden todos los leds las ultimas hojas que salieron salen muy tenues sin cables tarjeta logica daada seminueva sin garantia ivaapagada

cambio de gomas  lisas ivano aceptado",900.0
207,"revision general sin cables primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"revision general sin cables primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"revision general sin cables cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"rev general   cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"revision general sin cables cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"revision general sin cables cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"revision general sin cables cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
1698,"falla en el fusor   primero reset de fusor ivaa
trajeron toner para hacer pruebas

mantenimiento ivaa
goma bandeja  kit  pzas  netoa

total  netoa",2435.0
207,"revision general sin cables primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"revision general   primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
731,"se atora al imprimir   tra varios detalles mascarillaengrane de tractorrep chasis para detener engranes y la tarjeta logica daada incosteable y no hay tarjeta para su reemplazo

se ofrecio impresora seminueva lxii ivana",800.0
207,"    primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"    cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"revision general sin cables cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"revision general   primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"revision general   primero mantenimiento ivaa

despues validar funcionamiento y ver si requiere de algo mas

revision ivana",1150.0
207,"npwa   cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
207,"    cambio de lampara no autorizo 
mant ivano autorizo


costo de revision si no acepta ivaacep",1150.0
33,"filmina daada sin cables grupo industrial la aurora filmina rota  netoa
servcio cambio  netoa

total  netoa

si llega nuevamente por la filmina daada no tendria garantia

se entrego a pedro",1306.0
901,"no imprime en color negro sin cables destapado de cabezal ivaa

sino llega a destapar se cobran ivaa",830.0
17,"no detecta el wiffi y atora las hojas   no dio falla si tomas las hoja sy si se conecta por wifi

vemos que trae derrame de tinta mantenimiento ivano aceptado",680.0
1636,"no reconocia el mouse y teclado se reinicio el equipo prendio pero no entra a sistema sin cables sin contrasea core iwin  progb ddr  maxgbtb hdd gb ssd salud beunagb  gb en uso

no presento fallas mencionadas detecta los perifericos los puertos usb funcionansi entra a sitema
trabaja correctamente

mantenimiento prev ivaa",5246.2
67,se conectan equipos y no respalda   cambio de bateria v  ah y servicio ivaa,650.0
1299,"mant ver si se puede mejorar con eliminador completo amd awin  homegb ddr  maxgbgb ssd salud buenagb en uso

mantenimiento ex ivaa

bateria no esta cargando posiblemente este daada o directamente tenga dao en la tarjeta kbc
bateria original  netono aceptado",12766.0
1623,"revision general con eliminador contrasea intel pentium nwin  homegb ddr  maxgb gb hdd salud buenagb en uso equipo lento

ssd gb  netoa",6922.0
1301,"cambio de disco a ssd    intel celeron nwin gb ddr  maxgbgb hdd salud buenagb en uso

ssd gb con respaldo  netoa",7870.0
823,"hace un pitido   se cambio bateria v  ah y no funciona adecuadamente dao a nivel componente incosteable

se regresa sin reparacion

se ofrecio uno nuevo smartbitt v  netoa",1300.0
214,"    tarjeta logica daada  netoa
mantenimiento ivaa

total  netoa",1490.0
17,"atora las hojas sin cables buen mantenimiento  netoa
kit de gomas  netoa
telilla de fusor  netoa

total  netoa

nota no se puede validar calidad ya que atora la hoja en el fusor ver si reqiuere de algo mas",3240.0
33,"no toma el papel   mantenimiento y libricacion a fusor ivaa
goma  netoa

total  netoa

se entrgo a pedro",900.0
1693,"no toma las hojas mantenimiento sin cables mantenimiento  netoa
rodillo de presion  netoa
toner con mala calidad cambio gen   netoa

total  netoa",2285.0
1560,revision general sin cables mantenimiento papel atorado en el fusor ivaa,780.0
214,"    primeramente mantenimiento esta muy sucia ivaa

despues de esto ver si requiere de algo mas",580.0
1332,"esta lenta cuando haces movimientos se traba aparecio pantalla negra y despues pantalla azul le pueso esc y entro a sistema con eliminador completo amd awin  homegb ddr  maxgbtb hdd salud buenagb en uso
faltan  tornillos de la tapa

bisagras daadas  tuercas  netoa
ssd gb  netona
ssd gb  netoa
tornillos faltantes si los hay  netoa

total  netoa",14762.0
214,"    mantenimiento ivaa
cambio de cabezal  netoa

total  netoa",1705.0
768,"al mandar a imprimir o copias se atora la banda sin cables reparacion de movimiento de carrocabezal ivaa
destapado de cabezal ivaa

total ivaa

si se autoriza y no destapa se cobran ivaa",2210.0
214,"revision general sin cables primeramente mantenimiento esta muy sucia ivaa

despues de esto ver si requiere de algo mas",580.0
214,"    mantenimiento ivaa
cambio de cabezal  netoa

total  netoa",1705.0
731,"cuando escanean por adf le atora las hojas tienen que poner hoja por hoja validar si la tapa que trae quebrada se puede cambiar o reparar sin cables buen mantenimiento sucuia  netoa
cambio de gomas adf  netoa
tapa de bandeja daada no se puede reparar reemplazo  netoa
filmina tiene un  de vida util  netoa
toner dando problemas requiere cambio

total  netoa",2654.0
609,"cotizar bateria revision general con eliminador sin contrasea core imwin gb ddr  maxgbgb ssd salud buenagb en uso

cambio de bateria generica eko ekhca  netoa

mando una pantalla azul pero si inicia el sistema",7064.5
374,"no enciende   mantenimiento ivano aceptado
tarjeta logica daada sin garantia seminueva ivano aceptado

total ivano aceptado

la dejaron para basura electronica",1360.0
609,"tecla c suelta reemplazo de pantalla   contrasea  sin eliminador cambio de display con touch ivaa

se encargo y despues la traeran de nuevo para el cambio",500.0
214,"revision general sin cables mantenimiento ivaa
cambio de cabezal  netoa

total  netoa",1745.0
868,"esta muy lenta actualizarla y que sea mas rapida   intel celeronsin sistemagb ddr  maxgbtb hdd salud en riesgogb en uso

ssd gb  netoa
mantenimiento  netoa

total  netoa",4596.0
108,"es intermitente la carga con eliminador completo core iwin  progb ddr  maxgbgb ssd salud buenagb en uso

eliminador gen oval  netoa",3518.0
854,"formateo con respaldo con eliminador completo core iwin gb ddr  maxgbtb ssd salud buenagb en uso

ram  gb ddr  ivaa
ssd  gb con servicio ivaa

total ivaa",7028.6
1518,"da fallo en la iluminacion de la pantalla de manera intermitente se le conecta una pantalla externa y no hay problema con cargador ryzen  uwin  homegb ddr  maxgbtb hdd y gb ssd salud buenagb  gb en uso

no se encontro falla se estuvo probando por varios dias y no dio problema

se regresa",6040.0
970,"atora el papel en la parte de atras y en el adf tare un opedazo como de goma en el adf sin cables rodillo presion y ajustes de adf ivaa

se retira pedazo de caucho reseco esto no afecta a su funcionamiento",130.0
50,"no se puede configurar el equipo   si la detecta la pc no tiene problema de conexion

arrga las hojas
requiere lubricacion a fusor ivaa
se dio mtto prev al cpu ivaa

total ivaa",1520.0
55,"jala de  a  hojas por impresion o incluso mas sin cables cambio de goma de traccin  netoa

imprime correctamente

reset  almohadillas al  de uso aprox",680.0
55,"marcaba cartucho le rellenaron pero marca un erro no deja cargar sin cables con cartucho sin bandeja primero cambio de unidad de imagen deposito de toner  netoa
servicio de cambio   netoa

total  netoa",1820.0
